vuosi;okmohjauksenala;korkeakoulu;tutkinnot;opiskelijat;uudet;lasna;fte
2001;Humanistiset alat;Yrkeshögskolan Novia;6;94;27;79;
2001;Humanistiset alat;Åbo Akademi;122;1342;146;1168;
2001;Yhteiskunnalliset alat;Aalto-yliopisto;34;341;0;322;
2001;Yhteiskunnalliset alat;Helsingin yliopisto;512;5093;454;4697;
2001;Yhteiskunnalliset alat;Itä-Suomen yliopisto;174;1691;273;1542;
2001;Yhteiskunnalliset alat;Jyväskylän yliopisto;284;1883;275;1806;
2001;Yhteiskunnalliset alat;Lapin yliopisto;95;1297;177;1198;
2001;Yhteiskunnalliset alat;Lappeenrannan tekn. yliopisto;1;;0;;
2001;Yhteiskunnalliset alat;Oulun ammattikorkeakoulu;14;87;24;85;
2001;Yhteiskunnalliset alat;Oulun yliopisto;25;302;50;276;
2001;Yhteiskunnalliset alat;Seinäjoen ammattikorkeakoulu;;22;22;22;
2001;Yhteiskunnalliset alat;Svenska handelshögskolan;24;157;2;143;
2001;Yhteiskunnalliset alat;Tampereen yliopisto;524;5196;485;4743;
2001;Yhteiskunnalliset alat;Turun ammattikorkeakoulu;22;81;20;78;
2001;Yhteiskunnalliset alat;Turun yliopisto;219;1843;169;1755;
2001;Yhteiskunnalliset alat;Vaasan ammattikorkeakoulu;;22;;19;
2001;Yhteiskunnalliset alat;Vaasan yliopisto;65;840;105;737;
2001;Yhteiskunnalliset alat;Åbo Akademi;113;1088;138;986;
2001;Kauppa, hallinto ja oikeustieteet;Aalto-yliopisto;350;3336;519;3054;
2001;Kauppa, hallinto ja oikeustieteet;Centria-ammattikorkeakoulu;95;698;159;681;
2001;Kauppa, hallinto ja oikeustieteet;Haaga-Helia ammattikorkeakoulu;824;5083;1298;4785;
2001;Kauppa, hallinto ja oikeustieteet;Helsingin yliopisto;326;2594;246;2438;
2001;Kauppa, hallinto ja oikeustieteet;Hämeen ammattikorkeakoulu;96;745;156;705;
2001;Kauppa, hallinto ja oikeustieteet;Itä-Suomen yliopisto;;111;84;107;
2001;Kauppa, hallinto ja oikeustieteet;Jyväskylän ammattikorkeakoulu;170;1017;281;895;
2001;Kauppa, hallinto ja oikeustieteet;Jyväskylän yliopisto;80;702;102;680;
2001;Kauppa, hallinto ja oikeustieteet;Kajaanin ammattikorkeakoulu;78;475;130;457;
2001;Kauppa, hallinto ja oikeustieteet;Karelia-ammattikorkeakoulu;130;702;200;671;
2001;Kauppa, hallinto ja oikeustieteet;Kymenlaakson ammattikorkeak.;147;986;238;938;
2001;Kauppa, hallinto ja oikeustieteet;Lahden ammattikorkeakoulu;166;997;176;975;
2001;Kauppa, hallinto ja oikeustieteet;Lapin ammattikorkeakoulu;151;822;236;792;
2001;Kauppa, hallinto ja oikeustieteet;Lapin yliopisto;124;888;145;846;
2001;Kauppa, hallinto ja oikeustieteet;Lappeenrannan tekn. yliopisto;108;889;217;807;
2001;Kauppa, hallinto ja oikeustieteet;Laurea-ammattikorkeakoulu;340;2583;720;2494;
2001;Kauppa, hallinto ja oikeustieteet;Metropolia Ammattikorkeakoulu;331;1183;330;1162;
2001;Kauppa, hallinto ja oikeustieteet;Mikkelin ammattikorkeakoulu;128;548;124;537;
2001;Kauppa, hallinto ja oikeustieteet;Oulun ammattikorkeakoulu;92;860;273;844;
2001;Kauppa, hallinto ja oikeustieteet;Oulun yliopisto;40;498;67;462;
2001;Kauppa, hallinto ja oikeustieteet;Saimaan ammattikorkeakoulu;159;793;150;740;
2001;Kauppa, hallinto ja oikeustieteet;Satakunnan ammattikorkeakoulu;296;1623;452;1566;
2001;Kauppa, hallinto ja oikeustieteet;Savonia-ammattikorkeakoulu;171;1043;285;1003;
2001;Kauppa, hallinto ja oikeustieteet;Seinäjoen ammattikorkeakoulu;166;958;295;938;
2001;Kauppa, hallinto ja oikeustieteet;Svenska handelshögskolan;251;2123;283;1965;
2001;Kauppa, hallinto ja oikeustieteet;Tampereen ammattikorkeakoulu;325;2079;488;2004;
2001;Kauppa, hallinto ja oikeustieteet;Tampereen yliopisto;118;1071;137;998;
2001;Kauppa, hallinto ja oikeustieteet;Turun ammattikorkeakoulu;131;1352;367;1325;
2001;Kauppa, hallinto ja oikeustieteet;Turun yliopisto;311;2881;376;2776;
2001;Kauppa, hallinto ja oikeustieteet;Vaasan ammattikorkeakoulu;136;915;252;816;
2001;Kauppa, hallinto ja oikeustieteet;Vaasan yliopisto;208;2114;291;1831;
2001;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Arcada;55;330;76;320;
2001;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Novia;9;126;29;124;
2001;Kauppa, hallinto ja oikeustieteet;Åbo Akademi;62;786;99;699;
2001;Luonnontieteet;Aalto-yliopisto;;29;2;26;
2001;Luonnontieteet;Helsingin yliopisto;791;6219;729;5593;
2001;Luonnontieteet;Itä-Suomen yliopisto;238;2149;387;1952;
2001;Luonnontieteet;Jyväskylän yliopisto;255;2362;377;2176;
2001;Luonnontieteet;Laurea-ammattikorkeakoulu;;38;38;38;
2001;Luonnontieteet;Oulun ammattikorkeakoulu;24;;;;
2001;Luonnontieteet;Oulun yliopisto;245;2491;368;2247;
2001;Luonnontieteet;Svenska handelshögskolan;;9;0;9;
2001;Luonnontieteet;Tampereen yliopisto;26;490;89;429;
2001;Luonnontieteet;Turun ammattikorkeakoulu;20;85;26;85;
2001;Luonnontieteet;Turun yliopisto;236;2778;384;2546;
2001;Luonnontieteet;Vaasan yliopisto;1;;0;;
2001;Luonnontieteet;Yrkeshögskolan Novia;3;21;9;21;
2001;Luonnontieteet;Åbo Akademi;58;776;88;702;
2001;Tietojenkäsittely ja tietoliikenne;Aalto-yliopisto;103;3060;502;2726;
2001;Tietojenkäsittely ja tietoliikenne;Centria-ammattikorkeakoulu;51;469;147;453;
2001;Tietojenkäsittely ja tietoliikenne;Haaga-Helia ammattikorkeakoulu;182;1510;451;1423;
2001;Tietojenkäsittely ja tietoliikenne;Helsingin yliopisto;147;2320;267;2096;
2001;Tietojenkäsittely ja tietoliikenne;Hämeen ammattikorkeakoulu;118;1068;301;1014;
2001;Tietojenkäsittely ja tietoliikenne;Itä-Suomen yliopisto;69;1113;343;1007;
2001;Tietojenkäsittely ja tietoliikenne;Jyväskylän ammattikorkeakoulu;149;1201;302;1098;
2001;Tietojenkäsittely ja tietoliikenne;Jyväskylän yliopisto;108;1627;328;1565;
2001;Tietojenkäsittely ja tietoliikenne;Kajaanin ammattikorkeakoulu;62;485;160;476;
2001;Tietojenkäsittely ja tietoliikenne;Karelia-ammattikorkeakoulu;65;598;179;578;
2001;Tietojenkäsittely ja tietoliikenne;Kymenlaakson ammattikorkeak.;4;350;114;330;
2001;Tietojenkäsittely ja tietoliikenne;Lahden ammattikorkeakoulu;29;852;204;822;
2001;Tietojenkäsittely ja tietoliikenne;Lapin ammattikorkeakoulu;86;873;393;830;
2001;Tietojenkäsittely ja tietoliikenne;Lappeenrannan tekn. yliopisto;44;788;124;679;
2001;Tietojenkäsittely ja tietoliikenne;Laurea-ammattikorkeakoulu;45;773;260;739;
2001;Tietojenkäsittely ja tietoliikenne;Metropolia Ammattikorkeakoulu;188;1851;780;1796;
2001;Tietojenkäsittely ja tietoliikenne;Mikkelin ammattikorkeakoulu;69;599;182;568;
2001;Tietojenkäsittely ja tietoliikenne;Oulun ammattikorkeakoulu;299;2090;556;2052;
2001;Tietojenkäsittely ja tietoliikenne;Oulun yliopisto;94;2052;412;1835;
2001;Tietojenkäsittely ja tietoliikenne;Saimaan ammattikorkeakoulu;29;388;120;359;
2001;Tietojenkäsittely ja tietoliikenne;Satakunnan ammattikorkeakoulu;100;918;276;866;
2001;Tietojenkäsittely ja tietoliikenne;Savonia-ammattikorkeakoulu;68;654;305;643;
2001;Tietojenkäsittely ja tietoliikenne;Seinäjoen ammattikorkeakoulu;;220;171;219;
2001;Tietojenkäsittely ja tietoliikenne;Svenska handelshögskolan;7;48;0;46;
2001;Tietojenkäsittely ja tietoliikenne;Tampereen ammattikorkeakoulu;77;991;317;958;
2001;Tietojenkäsittely ja tietoliikenne;Tampereen tekn. yliopisto;192;2361;325;2034;
2001;Tietojenkäsittely ja tietoliikenne;Tampereen yliopisto;59;778;132;716;
2001;Tietojenkäsittely ja tietoliikenne;Turun ammattikorkeakoulu;116;1609;438;1564;
2001;Tietojenkäsittely ja tietoliikenne;Turun yliopisto;57;1117;197;1041;
2001;Tietojenkäsittely ja tietoliikenne;Vaasan ammattikorkeakoulu;16;510;260;492;
2001;Tietojenkäsittely ja tietoliikenne;Vaasan yliopisto;10;453;127;405;
2001;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Arcada;;236;52;221;
2001;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Novia;;146;58;144;
2001;Tietojenkäsittely ja tietoliikenne;Åbo Akademi;19;596;107;516;
2001;Tekniikan alat;Aalto-yliopisto;964;11429;1238;10277;
2001;Tekniikan alat;Centria-ammattikorkeakoulu;131;1059;245;998;
2001;Tekniikan alat;Helsingin yliopisto;;8;0;8;
2001;Tekniikan alat;Hämeen ammattikorkeakoulu;288;2013;499;1935;
2001;Tekniikan alat;Jyväskylän ammattikorkeakoulu;148;1184;343;1143;
2001;Tekniikan alat;Kajaanin ammattikorkeakoulu;27;213;54;207;
2001;Tekniikan alat;Karelia-ammattikorkeakoulu;79;575;185;559;
2001;Tekniikan alat;Kymenlaakson ammattikorkeak.;160;1150;281;1069;
2001;Tekniikan alat;Lahden ammattikorkeakoulu;75;660;203;648;
2001;Tekniikan alat;Lapin ammattikorkeakoulu;214;1384;276;1271;
2001;Tekniikan alat;Lappeenrannan tekn. yliopisto;251;3072;535;2553;
2001;Tekniikan alat;Metropolia Ammattikorkeakoulu;541;4554;1218;4349;
2001;Tekniikan alat;Mikkelin ammattikorkeakoulu;246;1018;209;961;
2001;Tekniikan alat;Oulun ammattikorkeakoulu;109;1086;377;1056;
2001;Tekniikan alat;Oulun yliopisto;363;3483;402;3130;
2001;Tekniikan alat;Saimaan ammattikorkeakoulu;104;785;172;725;
2001;Tekniikan alat;Satakunnan ammattikorkeakoulu;156;1254;381;1181;
2001;Tekniikan alat;Savonia-ammattikorkeakoulu;244;1781;398;1718;
2001;Tekniikan alat;Seinäjoen ammattikorkeakoulu;83;590;136;556;
2001;Tekniikan alat;Tampereen ammattikorkeakoulu;383;2215;564;2135;
2001;Tekniikan alat;Tampereen tekn. yliopisto;555;8124;1084;6773;
2001;Tekniikan alat;Turun ammattikorkeakoulu;191;1650;394;1586;
2001;Tekniikan alat;Vaasan ammattikorkeakoulu;198;1392;256;1264;
2001;Tekniikan alat;Vaasan yliopisto;;233;80;187;
2001;Tekniikan alat;Yrkeshögskolan Arcada;37;347;51;327;
2001;Tekniikan alat;Yrkeshögskolan Novia;142;733;161;706;
2001;Tekniikan alat;Åbo Akademi;64;565;68;492;
2001;Maa- ja metsätalousalat;Helsingin yliopisto;297;3111;347;2911;
2001;Maa- ja metsätalousalat;Hämeen ammattikorkeakoulu;133;834;194;803;
2001;Maa- ja metsätalousalat;Itä-Suomen yliopisto;60;336;46;317;
2001;Maa- ja metsätalousalat;Jyväskylän ammattikorkeakoulu;1;124;46;113;
2001;Maa- ja metsätalousalat;Karelia-ammattikorkeakoulu;81;367;110;356;
2001;Maa- ja metsätalousalat;Kymenlaakson ammattikorkeak.;32;262;52;258;
2001;Maa- ja metsätalousalat;Lapin ammattikorkeakoulu;45;276;92;271;
2001;Maa- ja metsätalousalat;Laurea-ammattikorkeakoulu;9;177;28;174;
2001;Maa- ja metsätalousalat;Mikkelin ammattikorkeakoulu;31;246;50;244;
2001;Maa- ja metsätalousalat;Oulun ammattikorkeakoulu;17;313;92;307;
2001;Maa- ja metsätalousalat;Savonia-ammattikorkeakoulu;;120;51;110;
2001;Maa- ja metsätalousalat;Seinäjoen ammattikorkeakoulu;67;490;148;476;
2001;Maa- ja metsätalousalat;Tampereen ammattikorkeakoulu;28;264;63;256;
2001;Maa- ja metsätalousalat;Turun ammattikorkeakoulu;12;113;41;112;
2001;Maa- ja metsätalousalat;Yrkeshögskolan Novia;31;265;51;262;
2001;Lääketieteet;Helsingin yliopisto;448;2528;83;2493;
2001;Lääketieteet;Itä-Suomen yliopisto;204;1249;102;1200;
2001;Lääketieteet;Jyväskylän ammattikorkeakoulu;;21;21;21;
2001;Lääketieteet;Metropolia Ammattikorkeakoulu;40;200;64;192;
2001;Lääketieteet;Oulun ammattikorkeakoulu;14;59;18;59;
2001;Lääketieteet;Oulun yliopisto;229;1449;104;1381;
2001;Lääketieteet;Savonia-ammattikorkeakoulu;13;59;19;58;
2001;Lääketieteet;Tampereen yliopisto;221;1455;100;1406;
2001;Lääketieteet;Turun ammattikorkeakoulu;15;66;20;64;
2001;Lääketieteet;Turun yliopisto;224;1499;79;1459;
2001;Lääketieteet;Yrkeshögskolan Arcada;4;2;1;2;
2001;Terveys- ja hyvinvointialat;Centria-ammattikorkeakoulu;86;408;103;399;
2001;Terveys- ja hyvinvointialat;Diakonia-ammattikorkeakoulu;561;2428;715;2323;
2001;Terveys- ja hyvinvointialat;Helsingin yliopisto;202;885;201;842;
2001;Terveys- ja hyvinvointialat;Hämeen ammattikorkeakoulu;5;622;260;604;
2001;Terveys- ja hyvinvointialat;Itä-Suomen yliopisto;302;1739;404;1686;
2001;Terveys- ja hyvinvointialat;Jyväskylän ammattikorkeakoulu;193;1000;274;922;
2001;Terveys- ja hyvinvointialat;Jyväskylän yliopisto;47;466;66;447;
2001;Terveys- ja hyvinvointialat;Kajaanin ammattikorkeakoulu;137;339;126;327;
2001;Terveys- ja hyvinvointialat;Karelia-ammattikorkeakoulu;168;597;185;579;
2001;Terveys- ja hyvinvointialat;Kymenlaakson ammattikorkeak.;174;712;191;673;
2001;Terveys- ja hyvinvointialat;Lahden ammattikorkeakoulu;206;805;157;771;
2001;Terveys- ja hyvinvointialat;Lapin ammattikorkeakoulu;297;1179;345;1138;
2001;Terveys- ja hyvinvointialat;Laurea-ammattikorkeakoulu;453;2259;693;2170;
2001;Terveys- ja hyvinvointialat;Metropolia Ammattikorkeakoulu;759;2940;865;2782;
2001;Terveys- ja hyvinvointialat;Mikkelin ammattikorkeakoulu;290;893;185;861;
2001;Terveys- ja hyvinvointialat;Oulun ammattikorkeakoulu;380;1179;337;1162;
2001;Terveys- ja hyvinvointialat;Oulun yliopisto;29;323;55;300;
2001;Terveys- ja hyvinvointialat;Saimaan ammattikorkeakoulu;138;471;126;454;
2001;Terveys- ja hyvinvointialat;Satakunnan ammattikorkeakoulu;276;1374;417;1332;
2001;Terveys- ja hyvinvointialat;Savonia-ammattikorkeakoulu;240;1097;289;1053;
2001;Terveys- ja hyvinvointialat;Seinäjoen ammattikorkeakoulu;180;728;208;693;
2001;Terveys- ja hyvinvointialat;Tampereen ammattikorkeakoulu;300;1498;405;1466;
2001;Terveys- ja hyvinvointialat;Tampereen yliopisto;69;490;61;472;
2001;Terveys- ja hyvinvointialat;Turun ammattikorkeakoulu;411;1882;505;1835;
2001;Terveys- ja hyvinvointialat;Turun yliopisto;42;304;42;288;
2001;Terveys- ja hyvinvointialat;Vaasan ammattikorkeakoulu;125;318;75;302;
2001;Terveys- ja hyvinvointialat;Yrkeshögskolan Arcada;76;549;132;514;
2001;Terveys- ja hyvinvointialat;Yrkeshögskolan Novia;122;758;211;730;
2001;Terveys- ja hyvinvointialat;Åbo Akademi;35;251;38;224;
2001;Palvelualat;Centria-ammattikorkeakoulu;;101;43;100;
2001;Palvelualat;Haaga-Helia ammattikorkeakoulu;209;1725;458;1656;
2001;Palvelualat;Hämeen ammattikorkeakoulu;27;169;30;163;
2001;Palvelualat;Jyväskylän ammattikorkeakoulu;95;753;159;716;
2001;Palvelualat;Jyväskylän yliopisto;87;707;101;680;
2001;Palvelualat;Kajaanin ammattikorkeakoulu;;187;91;185;
2001;Palvelualat;Karelia-ammattikorkeakoulu;64;281;89;268;
2001;Palvelualat;Kymenlaakson ammattikorkeak.;8;117;28;99;
2001;Palvelualat;Lahden ammattikorkeakoulu;;376;144;362;
2001;Palvelualat;Lapin ammattikorkeakoulu;124;741;174;716;
2001;Palvelualat;Laurea-ammattikorkeakoulu;100;901;255;857;
2001;Palvelualat;Metropolia Ammattikorkeakoulu;52;255;102;250;
2001;Palvelualat;Mikkelin ammattikorkeakoulu;63;557;171;543;
2001;Palvelualat;Saimaan ammattikorkeakoulu;25;272;74;260;
2001;Palvelualat;Satakunnan ammattikorkeakoulu;46;394;112;350;
2001;Palvelualat;Savonia-ammattikorkeakoulu;4;397;189;388;
2001;Palvelualat;Seinäjoen ammattikorkeakoulu;;182;92;178;
2001;Palvelualat;Tampereen ammattikorkeakoulu;93;583;174;573;
2001;Palvelualat;Turun ammattikorkeakoulu;56;450;107;440;
2001;Palvelualat;Vaasan ammattikorkeakoulu;40;298;77;260;
2001;Palvelualat;Yrkeshögskolan Arcada;18;108;29;107;
2001;Palvelualat;Yrkeshögskolan Novia;44;435;101;404;
2002;Kasvatusalat;Centria-ammattikorkeakoulu;3;82;23;74;
2002;Kasvatusalat;Helsingin yliopisto;508;3428;468;3244;
2002;Kasvatusalat;Itä-Suomen yliopisto;366;1905;366;1803;
2002;Kasvatusalat;Jyväskylän ammattikorkeakoulu;19;185;37;164;
2002;Kasvatusalat;Jyväskylän yliopisto;529;1940;406;1867;
2002;Kasvatusalat;Karelia-ammattikorkeakoulu;9;100;17;91;
2002;Kasvatusalat;Lahden ammattikorkeakoulu;;111;33;100;
2002;Kasvatusalat;Lapin yliopisto;110;812;144;782;
2002;Kasvatusalat;Metropolia Ammattikorkeakoulu;40;413;100;364;
2002;Kasvatusalat;Oulun ammattikorkeakoulu;9;146;39;137;
2002;Kasvatusalat;Oulun yliopisto;270;1810;263;1712;
2002;Kasvatusalat;Savonia-ammattikorkeakoulu;11;147;48;131;
2002;Kasvatusalat;Tampereen ammattikorkeakoulu;9;136;29;127;
2002;Kasvatusalat;Tampereen yliopisto;212;1399;217;1304;
2002;Kasvatusalat;Turun ammattikorkeakoulu;25;181;26;167;
2002;Kasvatusalat;Turun yliopisto;300;1791;301;1727;
2002;Kasvatusalat;Yrkeshögskolan Novia;4;40;16;39;
2002;Kasvatusalat;Åbo Akademi;168;1153;197;1037;
2002;Taiteet ja kulttuurialat;Aalto-yliopisto;237;1723;306;1630;
2002;Taiteet ja kulttuurialat;Centria-ammattikorkeakoulu;3;49;30;45;
2002;Taiteet ja kulttuurialat;Diakonia-ammattikorkeakoulu;6;92;35;89;
2002;Taiteet ja kulttuurialat;Helsingin yliopisto;54;821;53;720;
2002;Taiteet ja kulttuurialat;Humanistinen ammattikorkeak.;38;397;97;364;
2002;Taiteet ja kulttuurialat;Hämeen ammattikorkeakoulu;100;456;126;423;
2002;Taiteet ja kulttuurialat;Jyväskylän ammattikorkeakoulu;22;265;76;238;
2002;Taiteet ja kulttuurialat;Jyväskylän yliopisto;66;675;72;620;
2002;Taiteet ja kulttuurialat;Karelia-ammattikorkeakoulu;44;375;97;352;
2002;Taiteet ja kulttuurialat;Kymenlaakson ammattikorkeak.;79;585;123;563;
2002;Taiteet ja kulttuurialat;Lahden ammattikorkeakoulu;110;830;182;782;
2002;Taiteet ja kulttuurialat;Lapin ammattikorkeakoulu;52;301;76;294;
2002;Taiteet ja kulttuurialat;Lapin yliopisto;75;834;124;793;
2002;Taiteet ja kulttuurialat;Laurea-ammattikorkeakoulu;;110;66;102;
2002;Taiteet ja kulttuurialat;Metropolia Ammattikorkeakoulu;127;1100;250;1045;
2002;Taiteet ja kulttuurialat;Mikkelin ammattikorkeakoulu;3;169;76;155;
2002;Taiteet ja kulttuurialat;Oulun ammattikorkeakoulu;;182;76;167;
2002;Taiteet ja kulttuurialat;Saimaan ammattikorkeakoulu;27;147;35;141;
2002;Taiteet ja kulttuurialat;Satakunnan ammattikorkeakoulu;15;175;64;156;
2002;Taiteet ja kulttuurialat;Savonia-ammattikorkeakoulu;149;703;193;631;
2002;Taiteet ja kulttuurialat;Seinäjoen ammattikorkeakoulu;31;323;117;299;
2002;Taiteet ja kulttuurialat;Taideyliopisto;229;2119;266;1984;
2002;Taiteet ja kulttuurialat;Tampereen ammattikorkeakoulu;87;580;185;543;
2002;Taiteet ja kulttuurialat;Tampereen yliopisto;13;166;24;147;
2002;Taiteet ja kulttuurialat;Turun ammattikorkeakoulu;96;660;178;641;
2002;Taiteet ja kulttuurialat;Turun yliopisto;18;317;22;288;
2002;Taiteet ja kulttuurialat;Yrkeshögskolan Arcada;10;178;37;159;
2002;Taiteet ja kulttuurialat;Yrkeshögskolan Novia;52;402;115;353;
2002;Taiteet ja kulttuurialat;Åbo Akademi;12;157;19;134;
2002;Humanistiset alat;Centria-ammattikorkeakoulu;;78;29;72;
2002;Humanistiset alat;Diakonia-ammattikorkeakoulu;17;94;23;84;
2002;Humanistiset alat;Helsingin yliopisto;900;10122;940;9186;
2002;Humanistiset alat;Humanistinen ammattikorkeak.;159;976;265;903;
2002;Humanistiset alat;Itä-Suomen yliopisto;200;2010;319;1840;
2002;Humanistiset alat;Jyväskylän yliopisto;376;2743;340;2524;
2002;Humanistiset alat;Mikkelin ammattikorkeakoulu;57;232;56;217;
2002;Humanistiset alat;Oulun yliopisto;226;1984;251;1838;
2002;Humanistiset alat;Tampereen yliopisto;226;3342;342;2976;
2002;Humanistiset alat;Turun yliopisto;351;4385;508;4007;
2002;Humanistiset alat;Vaasan yliopisto;69;921;131;769;
2002;Humanistiset alat;Yrkeshögskolan Novia;5;52;;37;
2002;Humanistiset alat;Åbo Akademi;126;1278;163;1123;
2002;Yhteiskunnalliset alat;Aalto-yliopisto;33;299;4;277;
2002;Yhteiskunnalliset alat;Helsingin yliopisto;496;5064;473;4698;
2002;Yhteiskunnalliset alat;Itä-Suomen yliopisto;173;1742;293;1615;
2002;Yhteiskunnalliset alat;Jyväskylän yliopisto;305;1873;262;1793;
2002;Yhteiskunnalliset alat;Lapin yliopisto;98;1282;179;1188;
2002;Yhteiskunnalliset alat;Oulun ammattikorkeakoulu;17;89;23;84;
2002;Yhteiskunnalliset alat;Oulun yliopisto;38;304;45;282;
2002;Yhteiskunnalliset alat;Seinäjoen ammattikorkeakoulu;;48;30;37;
2002;Yhteiskunnalliset alat;Svenska handelshögskolan;32;148;3;126;
2002;Yhteiskunnalliset alat;Tampereen yliopisto;535;5052;442;4595;
2002;Yhteiskunnalliset alat;Turun ammattikorkeakoulu;14;74;20;61;
2002;Yhteiskunnalliset alat;Turun yliopisto;203;1855;182;1747;
2002;Yhteiskunnalliset alat;Vaasan ammattikorkeakoulu;3;17;;15;
2002;Yhteiskunnalliset alat;Vaasan yliopisto;79;906;118;797;
2002;Yhteiskunnalliset alat;Åbo Akademi;142;1104;150;981;
2002;Kauppa, hallinto ja oikeustieteet;Aalto-yliopisto;381;3495;514;3216;
2002;Kauppa, hallinto ja oikeustieteet;Centria-ammattikorkeakoulu;170;654;150;589;
2002;Kauppa, hallinto ja oikeustieteet;Haaga-Helia ammattikorkeakoulu;827;5373;1508;4837;
2002;Kauppa, hallinto ja oikeustieteet;Helsingin yliopisto;308;2467;219;2327;
2002;Kauppa, hallinto ja oikeustieteet;Hämeen ammattikorkeakoulu;154;786;226;730;
2002;Kauppa, hallinto ja oikeustieteet;Itä-Suomen yliopisto;;237;86;227;
2002;Kauppa, hallinto ja oikeustieteet;Jyväskylän ammattikorkeakoulu;171;1118;357;1007;
2002;Kauppa, hallinto ja oikeustieteet;Jyväskylän yliopisto;120;718;119;696;
2002;Kauppa, hallinto ja oikeustieteet;Kajaanin ammattikorkeakoulu;109;493;164;434;
2002;Kauppa, hallinto ja oikeustieteet;Karelia-ammattikorkeakoulu;121;657;153;584;
2002;Kauppa, hallinto ja oikeustieteet;Kymenlaakson ammattikorkeak.;181;974;227;882;
2002;Kauppa, hallinto ja oikeustieteet;Lahden ammattikorkeakoulu;138;1077;259;1011;
2002;Kauppa, hallinto ja oikeustieteet;Lapin ammattikorkeakoulu;153;759;235;711;
2002;Kauppa, hallinto ja oikeustieteet;Lapin yliopisto;118;918;152;879;
2002;Kauppa, hallinto ja oikeustieteet;Lappeenrannan tekn. yliopisto;161;1048;259;908;
2002;Kauppa, hallinto ja oikeustieteet;Laurea-ammattikorkeakoulu;415;2743;723;2541;
2002;Kauppa, hallinto ja oikeustieteet;Metropolia Ammattikorkeakoulu;226;1135;301;1053;
2002;Kauppa, hallinto ja oikeustieteet;Mikkelin ammattikorkeakoulu;140;538;170;509;
2002;Kauppa, hallinto ja oikeustieteet;Oulun ammattikorkeakoulu;185;947;314;921;
2002;Kauppa, hallinto ja oikeustieteet;Oulun yliopisto;49;525;85;497;
2002;Kauppa, hallinto ja oikeustieteet;Saimaan ammattikorkeakoulu;162;696;193;637;
2002;Kauppa, hallinto ja oikeustieteet;Satakunnan ammattikorkeakoulu;253;1668;487;1520;
2002;Kauppa, hallinto ja oikeustieteet;Savonia-ammattikorkeakoulu;222;1092;301;1007;
2002;Kauppa, hallinto ja oikeustieteet;Seinäjoen ammattikorkeakoulu;153;986;238;904;
2002;Kauppa, hallinto ja oikeustieteet;Svenska handelshögskolan;308;2157;368;1986;
2002;Kauppa, hallinto ja oikeustieteet;Tampereen ammattikorkeakoulu;405;2022;499;1872;
2002;Kauppa, hallinto ja oikeustieteet;Tampereen yliopisto;104;1097;126;1010;
2002;Kauppa, hallinto ja oikeustieteet;Turun ammattikorkeakoulu;223;1409;341;1321;
2002;Kauppa, hallinto ja oikeustieteet;Turun yliopisto;288;2889;392;2785;
2002;Kauppa, hallinto ja oikeustieteet;Vaasan ammattikorkeakoulu;146;831;242;760;
2002;Kauppa, hallinto ja oikeustieteet;Vaasan yliopisto;201;2149;295;1880;
