vuosi;okmohjauksenala;korkeakoulu;tutkinnot;opiskelijat;uudet;lasna;fte
2013;Kauppa, hallinto ja oikeustieteet;Vaasan ammattikorkeakoulu;156;896;248;808;726.5
2013;Kauppa, hallinto ja oikeustieteet;Vaasan yliopisto;498;2590;466;2324;1848.0
2013;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Arcada;85;492;134;432;385.0
2013;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Novia;27;276;112;238;206.0
2013;Kauppa, hallinto ja oikeustieteet;Åbo Akademi;150;917;136;793;618.0
2013;Luonnontieteet;Helsingin yliopisto;878;6279;876;5491;4097.5
2013;Luonnontieteet;Hämeen ammattikorkeakoulu;28;205;67;188;170.0
2013;Luonnontieteet;Itä-Suomen yliopisto;351;2141;383;1895;1466.0
2013;Luonnontieteet;Jyväskylän yliopisto;392;2129;315;1881;1465.5
2013;Luonnontieteet;Oulun yliopisto;375;2357;412;2061;1560.0
2013;Luonnontieteet;Svenska handelshögskolan;1;9;1;9;6.5
2013;Luonnontieteet;Tampereen yliopisto;141;1257;183;1080;769.5
2013;Luonnontieteet;Turun ammattikorkeakoulu;19;100;2;95;86.0
2013;Luonnontieteet;Turun yliopisto;424;2313;378;2119;1612.0
2013;Luonnontieteet;Yrkeshögskolan Novia;12;71;23;65;59.0
2013;Luonnontieteet;Åbo Akademi;107;681;93;608;462.5
2013;Tietojenkäsittely ja tietoliikenne;Aalto-yliopisto;494;3202;264;2778;1958.0
2013;Tietojenkäsittely ja tietoliikenne;Centria-ammattikorkeakoulu;34;258;48;226;186.0
2013;Tietojenkäsittely ja tietoliikenne;Haaga-Helia ammattikorkeakoulu;244;1779;460;1582;1291.0
2013;Tietojenkäsittely ja tietoliikenne;Helsingin yliopisto;139;1608;214;1297;927.0
2013;Tietojenkäsittely ja tietoliikenne;Hämeen ammattikorkeakoulu;60;594;194;540;471.0
2013;Tietojenkäsittely ja tietoliikenne;Itä-Suomen yliopisto;68;847;138;740;522.0
2013;Tietojenkäsittely ja tietoliikenne;Jyväskylän ammattikorkeakoulu;96;722;208;646;531.0
2013;Tietojenkäsittely ja tietoliikenne;Jyväskylän yliopisto;229;1810;357;1656;1245.0
2013;Tietojenkäsittely ja tietoliikenne;Kajaanin ammattikorkeakoulu;37;380;97;326;289.0
2013;Tietojenkäsittely ja tietoliikenne;Karelia-ammattikorkeakoulu;46;308;79;282;253.0
2013;Tietojenkäsittely ja tietoliikenne;Kymenlaakson ammattikorkeak.;17;173;57;149;136.0
2013;Tietojenkäsittely ja tietoliikenne;Lahden ammattikorkeakoulu;57;542;154;483;426.5
2013;Tietojenkäsittely ja tietoliikenne;Lapin ammattikorkeakoulu;74;458;114;421;367.5
2013;Tietojenkäsittely ja tietoliikenne;Lappeenrannan tekn. yliopisto;51;406;31;347;231.5
2013;Tietojenkäsittely ja tietoliikenne;Laurea-ammattikorkeakoulu;98;712;203;644;549.0
2013;Tietojenkäsittely ja tietoliikenne;Metropolia Ammattikorkeakoulu;201;1818;494;1638;1358.0
2013;Tietojenkäsittely ja tietoliikenne;Mikkelin ammattikorkeakoulu;59;331;93;298;261.5
2013;Tietojenkäsittely ja tietoliikenne;Oulun ammattikorkeakoulu;188;1097;357;1026;886.5
2013;Tietojenkäsittely ja tietoliikenne;Oulun yliopisto;249;1876;183;1632;1099.5
2013;Tietojenkäsittely ja tietoliikenne;Saimaan ammattikorkeakoulu;27;130;;119;92.5
2013;Tietojenkäsittely ja tietoliikenne;Satakunnan ammattikorkeakoulu;35;284;79;254;217.5
2013;Tietojenkäsittely ja tietoliikenne;Savonia-ammattikorkeakoulu;48;341;97;315;278.5
2013;Tietojenkäsittely ja tietoliikenne;Seinäjoen ammattikorkeakoulu;24;212;60;197;171.5
2013;Tietojenkäsittely ja tietoliikenne;Svenska handelshögskolan;5;25;0;18;12.5
2013;Tietojenkäsittely ja tietoliikenne;Tampereen ammattikorkeakoulu;146;967;284;865;734.0
2013;Tietojenkäsittely ja tietoliikenne;Tampereen tekn. yliopisto;294;2055;114;1825;1220.0
2013;Tietojenkäsittely ja tietoliikenne;Tampereen yliopisto;95;1092;140;949;644.5
2013;Tietojenkäsittely ja tietoliikenne;Turun ammattikorkeakoulu;147;933;170;851;744.0
2013;Tietojenkäsittely ja tietoliikenne;Turun yliopisto;184;1265;186;1155;841.0
2013;Tietojenkäsittely ja tietoliikenne;Vaasan ammattikorkeakoulu;73;542;139;492;415.0
2013;Tietojenkäsittely ja tietoliikenne;Vaasan yliopisto;45;388;29;318;234.5
2013;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Novia;15;182;50;163;141.5
2013;Tietojenkäsittely ja tietoliikenne;Åbo Akademi;41;410;63;338;240.0
2013;Tekniikan alat;Aalto-yliopisto;1681;10277;947;8929;6527.0
2013;Tekniikan alat;Centria-ammattikorkeakoulu;127;858;200;790;674.5
2013;Tekniikan alat;Helsingin yliopisto;;1;0;1;0.5
2013;Tekniikan alat;Hämeen ammattikorkeakoulu;337;2194;464;2038;1712.0
2013;Tekniikan alat;Jyväskylän ammattikorkeakoulu;243;1804;448;1601;1360.0
2013;Tekniikan alat;Kajaanin ammattikorkeakoulu;74;346;96;304;253.0
2013;Tekniikan alat;Karelia-ammattikorkeakoulu;128;780;190;721;604.5
2013;Tekniikan alat;Kymenlaakson ammattikorkeak.;146;994;321;905;778.5
2013;Tekniikan alat;Lahden ammattikorkeakoulu;137;986;219;911;787.5
2013;Tekniikan alat;Lapin ammattikorkeakoulu;243;1469;365;1365;1150.5
2013;Tekniikan alat;Lappeenrannan tekn. yliopisto;682;3091;461;2710;2060.5
2013;Tekniikan alat;Metropolia Ammattikorkeakoulu;825;6475;1662;5815;5105.5
2013;Tekniikan alat;Mikkelin ammattikorkeakoulu;176;1057;342;935;834.0
2013;Tekniikan alat;Oulun ammattikorkeakoulu;362;2137;609;1915;1677.5
2013;Tekniikan alat;Oulun yliopisto;451;2867;323;2505;1861.5
2013;Tekniikan alat;Saimaan ammattikorkeakoulu;137;653;168;600;514.0
2013;Tekniikan alat;Satakunnan ammattikorkeakoulu;238;1673;396;1498;1304.0
2013;Tekniikan alat;Savonia-ammattikorkeakoulu;290;1696;463;1526;1384.0
2013;Tekniikan alat;Seinäjoen ammattikorkeakoulu;156;1263;320;1157;1002.5
2013;Tekniikan alat;Tampereen ammattikorkeakoulu;594;3230;901;2858;2531.0
2013;Tekniikan alat;Tampereen tekn. yliopisto;1256;7771;906;6629;4926.5
2013;Tekniikan alat;Turun ammattikorkeakoulu;395;2585;687;2261;1967.0
2013;Tekniikan alat;Turun yliopisto;12;90;17;79;65.5
2013;Tekniikan alat;Vaasan ammattikorkeakoulu;117;961;227;833;745.5
2013;Tekniikan alat;Vaasan yliopisto;35;331;76;257;198.0
2013;Tekniikan alat;Yrkeshögskolan Arcada;46;427;84;392;342.5
2013;Tekniikan alat;Yrkeshögskolan Novia;151;1081;249;942;807.5
2013;Tekniikan alat;Åbo Akademi;69;423;71;374;272.0
2013;Maa- ja metsätalousalat;Helsingin yliopisto;624;3397;392;3116;2415.0
2013;Maa- ja metsätalousalat;Hämeen ammattikorkeakoulu;134;1089;336;951;826.5
2013;Maa- ja metsätalousalat;Itä-Suomen yliopisto;77;402;76;358;273.0
2013;Maa- ja metsätalousalat;Jyväskylän ammattikorkeakoulu;26;201;51;167;146.0
2013;Maa- ja metsätalousalat;Karelia-ammattikorkeakoulu;63;319;53;289;256.5
2013;Maa- ja metsätalousalat;Kymenlaakson ammattikorkeak.;26;31;;31;21.5
2013;Maa- ja metsätalousalat;Lapin ammattikorkeakoulu;46;294;55;267;224.0
2013;Maa- ja metsätalousalat;Mikkelin ammattikorkeakoulu;52;260;69;231;184.5
2013;Maa- ja metsätalousalat;Oulun ammattikorkeakoulu;69;313;72;283;247.0
2013;Maa- ja metsätalousalat;Savonia-ammattikorkeakoulu;42;242;86;212;199.5
2013;Maa- ja metsätalousalat;Seinäjoen ammattikorkeakoulu;68;630;144;561;476.5
2013;Maa- ja metsätalousalat;Tampereen ammattikorkeakoulu;26;154;41;140;125.5
2013;Maa- ja metsätalousalat;Turun ammattikorkeakoulu;14;67;;63;52.5
2013;Maa- ja metsätalousalat;Yrkeshögskolan Novia;26;210;52;182;157.0
2013;Lääketieteet;Helsingin yliopisto;521;3317;101;3247;2085.0
2013;Lääketieteet;Itä-Suomen yliopisto;232;1782;134;1739;1343.0
2013;Lääketieteet;Jyväskylän ammattikorkeakoulu;1;6;2;6;3.0
2013;Lääketieteet;Metropolia Ammattikorkeakoulu;72;340;97;299;284.5
2013;Lääketieteet;Oulun ammattikorkeakoulu;19;83;24;76;73.0
2013;Lääketieteet;Oulun yliopisto;288;2021;102;1967;1467.5
2013;Lääketieteet;Savonia-ammattikorkeakoulu;32;122;37;111;106.5
2013;Lääketieteet;Tampereen yliopisto;265;2000;92;1950;1297.0
2013;Lääketieteet;Turun ammattikorkeakoulu;18;103;37;97;92.5
2013;Lääketieteet;Turun yliopisto;288;2116;104;2081;1506.5
2013;Terveys- ja hyvinvointialat;Centria-ammattikorkeakoulu;144;869;274;798;706.5
2013;Terveys- ja hyvinvointialat;Diakonia-ammattikorkeakoulu;636;2823;822;2575;2365.0
2013;Terveys- ja hyvinvointialat;Helsingin yliopisto;221;948;146;880;714.0
2013;Terveys- ja hyvinvointialat;Humanistinen ammattikorkeak.;134;757;236;682;606.0
2013;Terveys- ja hyvinvointialat;Hämeen ammattikorkeakoulu;275;1052;331;960;835.0
2013;Terveys- ja hyvinvointialat;Itä-Suomen yliopisto;464;1921;296;1765;1387.5
2013;Terveys- ja hyvinvointialat;Jyväskylän ammattikorkeakoulu;319;1681;477;1517;1312.0
2013;Terveys- ja hyvinvointialat;Jyväskylän yliopisto;97;434;71;393;311.0
2013;Terveys- ja hyvinvointialat;Kajaanin ammattikorkeakoulu;93;483;136;428;406.5
2013;Terveys- ja hyvinvointialat;Karelia-ammattikorkeakoulu;241;1090;330;995;910.5
2013;Terveys- ja hyvinvointialat;Kymenlaakson ammattikorkeak.;241;1116;332;1020;935.0
2013;Terveys- ja hyvinvointialat;Lahden ammattikorkeakoulu;262;1200;369;1104;958.0
2013;Terveys- ja hyvinvointialat;Lapin ammattikorkeakoulu;372;1817;585;1641;1479.0
2013;Terveys- ja hyvinvointialat;Laurea-ammattikorkeakoulu;696;3294;1027;3067;2734.0
2013;Terveys- ja hyvinvointialat;Metropolia Ammattikorkeakoulu;970;3978;1280;3606;3271.0
2013;Terveys- ja hyvinvointialat;Mikkelin ammattikorkeakoulu;315;1472;492;1327;1191.0
2013;Terveys- ja hyvinvointialat;Oulun ammattikorkeakoulu;502;2326;692;2058;1874.0
2013;Terveys- ja hyvinvointialat;Oulun yliopisto;105;381;64;341;261.0
2013;Terveys- ja hyvinvointialat;Saimaan ammattikorkeakoulu;257;1215;355;1126;1013.0
2013;Terveys- ja hyvinvointialat;Satakunnan ammattikorkeakoulu;354;1546;450;1447;1277.5
2013;Terveys- ja hyvinvointialat;Savonia-ammattikorkeakoulu;419;1625;511;1478;1371.0
2013;Terveys- ja hyvinvointialat;Seinäjoen ammattikorkeakoulu;199;1084;340;990;931.5
2013;Terveys- ja hyvinvointialat;Tampereen ammattikorkeakoulu;552;2409;731;2193;1976.0
2013;Terveys- ja hyvinvointialat;Tampereen yliopisto;144;554;77;520;369.0
2013;Terveys- ja hyvinvointialat;Turun ammattikorkeakoulu;573;2654;952;2444;2259.5
2013;Terveys- ja hyvinvointialat;Turun yliopisto;84;260;43;237;178.5
2013;Terveys- ja hyvinvointialat;Vaasan ammattikorkeakoulu;153;730;209;656;589.5
2013;Terveys- ja hyvinvointialat;Yrkeshögskolan Arcada;196;920;235;825;731.5
2013;Terveys- ja hyvinvointialat;Yrkeshögskolan Novia;214;1191;341;1031;952.5
2013;Terveys- ja hyvinvointialat;Åbo Akademi;56;264;38;237;170.5
2013;Palvelualat;Centria-ammattikorkeakoulu;49;247;2;240;187.0
2013;Palvelualat;Haaga-Helia ammattikorkeakoulu;431;2682;669;2434;2090.0
2013;Palvelualat;Hämeen ammattikorkeakoulu;22;193;28;167;153.5
2013;Palvelualat;Jyväskylän ammattikorkeakoulu;144;794;161;724;602.5
2013;Palvelualat;Jyväskylän yliopisto;221;849;138;810;671.0
2013;Palvelualat;Kajaanin ammattikorkeakoulu;75;459;119;408;374.5
2013;Palvelualat;Karelia-ammattikorkeakoulu;36;190;56;167;155.0
2013;Palvelualat;Kymenlaakson ammattikorkeak.;18;186;65;159;131.0
2013;Palvelualat;Lahden ammattikorkeakoulu;109;350;5;336;276.0
2013;Palvelualat;Lapin ammattikorkeakoulu;129;723;185;646;566.0
2013;Palvelualat;Lapin yliopisto;32;194;27;169;130.5
2013;Palvelualat;Laurea-ammattikorkeakoulu;249;1355;343;1260;1106.5
2013;Palvelualat;Mikkelin ammattikorkeakoulu;71;425;138;373;322.0
2013;Palvelualat;Saimaan ammattikorkeakoulu;42;295;69;263;236.5
2013;Palvelualat;Satakunnan ammattikorkeakoulu;70;360;90;305;270.0
2013;Palvelualat;Savonia-ammattikorkeakoulu;131;627;174;558;496.5
2013;Palvelualat;Seinäjoen ammattikorkeakoulu;24;235;66;219;202.0
2013;Palvelualat;Tampereen ammattikorkeakoulu;124;553;118;516;477.0
2013;Palvelualat;Turun ammattikorkeakoulu;99;354;31;343;295.5
2013;Palvelualat;Vaasan ammattikorkeakoulu;44;181;1;176;157.0
2013;Palvelualat;Yrkeshögskolan Arcada;54;249;50;230;208.5
2013;Palvelualat;Yrkeshögskolan Novia;57;428;129;346;283.5
2014;Kasvatusalat;Centria-ammattikorkeakoulu;19;104;26;87;82.0
2014;Kasvatusalat;Helsingin yliopisto;662;3025;392;2745;2215.0
2014;Kasvatusalat;Itä-Suomen yliopisto;512;2069;337;1893;1640.5
2014;Kasvatusalat;Jyväskylän ammattikorkeakoulu;25;200;48;164;153.0
2014;Kasvatusalat;Jyväskylän yliopisto;490;1871;380;1737;1511.0
2014;Kasvatusalat;Karelia-ammattikorkeakoulu;16;106;17;94;85.5
2014;Kasvatusalat;Lahden ammattikorkeakoulu;23;82;;80;72.5
2014;Kasvatusalat;Lapin yliopisto;234;886;154;817;679.0
2014;Kasvatusalat;Metropolia Ammattikorkeakoulu;85;404;61;353;315.0
2014;Kasvatusalat;Oulun ammattikorkeakoulu;34;224;52;202;180.0
2014;Kasvatusalat;Oulun yliopisto;488;1786;255;1634;1390.0
2014;Kasvatusalat;Savonia-ammattikorkeakoulu;40;202;48;169;153.5
2014;Kasvatusalat;Tampereen ammattikorkeakoulu;22;131;31;113;99.0
2014;Kasvatusalat;Tampereen yliopisto;266;1421;209;1310;1032.5
2014;Kasvatusalat;Turun ammattikorkeakoulu;14;122;26;108;103.0
2014;Kasvatusalat;Turun yliopisto;510;1967;361;1846;1615.5
2014;Kasvatusalat;Yrkeshögskolan Novia;5;44;15;37;34.5
2014;Kasvatusalat;Åbo Akademi;214;1018;154;886;741.5
2014;Taiteet ja kulttuurialat;Aalto-yliopisto;333;2134;286;1992;1500.0
2014;Taiteet ja kulttuurialat;Centria-ammattikorkeakoulu;22;62;;62;54.0
2014;Taiteet ja kulttuurialat;Diakonia-ammattikorkeakoulu;15;10;;10;7.5
2014;Taiteet ja kulttuurialat;Haaga-Helia ammattikorkeakoulu;28;270;64;241;209.0
2014;Taiteet ja kulttuurialat;Helsingin yliopisto;86;516;42;424;297.5
2014;Taiteet ja kulttuurialat;Humanistinen ammattikorkeak.;81;466;133;420;367.5
2014;Taiteet ja kulttuurialat;Hämeen ammattikorkeakoulu;98;423;49;396;346.0
2014;Taiteet ja kulttuurialat;Itä-Suomen yliopisto;5;6;;6;4.5
2014;Taiteet ja kulttuurialat;Jyväskylän ammattikorkeakoulu;53;145;;135;108.0
2014;Taiteet ja kulttuurialat;Jyväskylän yliopisto;125;514;91;475;349.5
2014;Taiteet ja kulttuurialat;Karelia-ammattikorkeakoulu;63;377;71;351;316.0
2014;Taiteet ja kulttuurialat;Kymenlaakson ammattikorkeak.;93;608;133;571;510.5
2014;Taiteet ja kulttuurialat;Lahden ammattikorkeakoulu;180;823;176;763;686.5
2014;Taiteet ja kulttuurialat;Lapin ammattikorkeakoulu;38;215;32;209;192.0
2014;Taiteet ja kulttuurialat;Lapin yliopisto;178;865;123;782;621.5
2014;Taiteet ja kulttuurialat;Metropolia Ammattikorkeakoulu;311;1521;330;1394;1271.5
2014;Taiteet ja kulttuurialat;Mikkelin ammattikorkeakoulu;66;94;;93;79.5
2014;Taiteet ja kulttuurialat;Oulun ammattikorkeakoulu;46;285;64;263;249.5
2014;Taiteet ja kulttuurialat;Saimaan ammattikorkeakoulu;33;128;31;117;107.5
2014;Taiteet ja kulttuurialat;Satakunnan ammattikorkeakoulu;51;167;25;156;147.0
2014;Taiteet ja kulttuurialat;Savonia-ammattikorkeakoulu;94;381;80;350;321.0
2014;Taiteet ja kulttuurialat;Seinäjoen ammattikorkeakoulu;59;297;56;282;265.0
2014;Taiteet ja kulttuurialat;Taideyliopisto;465;1985;281;1848;1541.5
2014;Taiteet ja kulttuurialat;Tampereen ammattikorkeakoulu;139;702;136;652;595.0
2014;Taiteet ja kulttuurialat;Tampereen yliopisto;55;203;19;171;114.5
2014;Taiteet ja kulttuurialat;Turun ammattikorkeakoulu;112;786;179;746;694.0
2014;Taiteet ja kulttuurialat;Turun yliopisto;28;212;27;194;143.0
2014;Taiteet ja kulttuurialat;Vaasan yliopisto;;128;113;106;102.5
2014;Taiteet ja kulttuurialat;Yrkeshögskolan Arcada;45;269;55;245;214.5
2014;Taiteet ja kulttuurialat;Yrkeshögskolan Novia;53;284;61;258;243.0
2014;Taiteet ja kulttuurialat;Åbo Akademi;19;118;11;104;70.0
2014;Humanistiset alat;Diakonia-ammattikorkeakoulu;34;242;55;208;192.0
2014;Humanistiset alat;Helsingin yliopisto;1550;8205;775;7068;5364.5
2014;Humanistiset alat;Humanistinen ammattikorkeak.;34;214;44;190;174.5
2014;Humanistiset alat;Itä-Suomen yliopisto;380;2225;280;1933;1518.5
2014;Humanistiset alat;Jyväskylän yliopisto;494;2282;266;2103;1646.5
2014;Humanistiset alat;Oulun yliopisto;408;1903;220;1741;1353.5
2014;Humanistiset alat;Tampereen yliopisto;483;2731;261;2403;1800.5
2014;Humanistiset alat;Turun yliopisto;741;3237;402;3000;2321.5
2014;Humanistiset alat;Vaasan yliopisto;129;667;53;554;414.5
2014;Humanistiset alat;Åbo Akademi;207;1175;169;1013;769.0
2014;Yhteiskunnalliset alat;Aalto-yliopisto;68;304;10;276;209.5
2014;Yhteiskunnalliset alat;Helsingin yliopisto;920;5013;492;4505;3422.5
2014;Yhteiskunnalliset alat;Itä-Suomen yliopisto;499;2850;305;2467;1817.5
2014;Yhteiskunnalliset alat;Jyväskylän yliopisto;581;2315;340;2179;1732.0
2014;Yhteiskunnalliset alat;Lapin yliopisto;308;1379;159;1227;896.0
2014;Yhteiskunnalliset alat;Oulun ammattikorkeakoulu;36;161;65;148;138.0
2014;Yhteiskunnalliset alat;Oulun yliopisto;52;369;21;338;255.0
2014;Yhteiskunnalliset alat;Seinäjoen ammattikorkeakoulu;34;133;34;125;115.0
2014;Yhteiskunnalliset alat;Svenska handelshögskolan;22;136;26;116;97.5
2014;Yhteiskunnalliset alat;Tampereen yliopisto;860;4814;548;4380;3222.0
2014;Yhteiskunnalliset alat;Turun yliopisto;403;1920;227;1824;1404.0
2014;Yhteiskunnalliset alat;Vaasan yliopisto;218;1216;127;1070;833.5
2014;Yhteiskunnalliset alat;Åbo Akademi;208;1161;149;1000;785.0
2014;Kauppa, hallinto ja oikeustieteet;Aalto-yliopisto;813;3333;510;3013;2479.0
2014;Kauppa, hallinto ja oikeustieteet;Centria-ammattikorkeakoulu;139;956;275;890;773.0
2014;Kauppa, hallinto ja oikeustieteet;Haaga-Helia ammattikorkeakoulu;1016;5431;1521;4958;4384.0
2014;Kauppa, hallinto ja oikeustieteet;Helsingin yliopisto;560;2443;287;2254;1814.5
2014;Kauppa, hallinto ja oikeustieteet;Hämeen ammattikorkeakoulu;176;1061;303;983;802.5
2014;Kauppa, hallinto ja oikeustieteet;Itä-Suomen yliopisto;208;1306;247;1192;952.0
2014;Kauppa, hallinto ja oikeustieteet;Jyväskylän ammattikorkeakoulu;254;1486;410;1353;1163.5
2014;Kauppa, hallinto ja oikeustieteet;Jyväskylän yliopisto;237;1000;133;944;730.0
2014;Kauppa, hallinto ja oikeustieteet;Kajaanin ammattikorkeakoulu;96;497;143;454;379.5
2014;Kauppa, hallinto ja oikeustieteet;Karelia-ammattikorkeakoulu;92;608;170;559;526.0
2014;Kauppa, hallinto ja oikeustieteet;Kymenlaakson ammattikorkeak.;193;1092;353;1008;893.5
2014;Kauppa, hallinto ja oikeustieteet;Lahden ammattikorkeakoulu;216;1188;375;1120;992.5
2014;Kauppa, hallinto ja oikeustieteet;Lapin ammattikorkeakoulu;199;936;263;854;754.0
2014;Kauppa, hallinto ja oikeustieteet;Lapin yliopisto;271;1045;155;992;818.0
2014;Kauppa, hallinto ja oikeustieteet;Lappeenrannan tekn. yliopisto;325;1366;260;1240;1003.5
2014;Kauppa, hallinto ja oikeustieteet;Laurea-ammattikorkeakoulu;494;2236;622;2107;1807.5
2014;Kauppa, hallinto ja oikeustieteet;Metropolia Ammattikorkeakoulu;259;1649;453;1515;1301.0
2014;Kauppa, hallinto ja oikeustieteet;Mikkelin ammattikorkeakoulu;178;627;231;560;493.0
2014;Kauppa, hallinto ja oikeustieteet;Oulun ammattikorkeakoulu;226;1285;366;1179;1073.0
2014;Kauppa, hallinto ja oikeustieteet;Oulun yliopisto;361;1480;229;1367;1129.0
2014;Kauppa, hallinto ja oikeustieteet;Saimaan ammattikorkeakoulu;108;650;180;612;522.0
2014;Kauppa, hallinto ja oikeustieteet;Satakunnan ammattikorkeakoulu;283;1605;436;1517;1285.5
2014;Kauppa, hallinto ja oikeustieteet;Savonia-ammattikorkeakoulu;182;884;244;823;734.0
2014;Kauppa, hallinto ja oikeustieteet;Seinäjoen ammattikorkeakoulu;149;1038;284;966;846.0
2014;Kauppa, hallinto ja oikeustieteet;Svenska handelshögskolan;497;2268;426;1977;1629.5
2014;Kauppa, hallinto ja oikeustieteet;Tampereen ammattikorkeakoulu;316;1404;444;1318;1172.0
2014;Kauppa, hallinto ja oikeustieteet;Tampereen yliopisto;228;1103;182;1015;829.0
2014;Kauppa, hallinto ja oikeustieteet;Turun ammattikorkeakoulu;372;1986;624;1832;1632.5
2014;Kauppa, hallinto ja oikeustieteet;Turun yliopisto;845;3583;547;3404;2840.0
2014;Kauppa, hallinto ja oikeustieteet;Vaasan ammattikorkeakoulu;128;886;256;790;721.5
2014;Kauppa, hallinto ja oikeustieteet;Vaasan yliopisto;515;2630;466;2339;1871.0
2014;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Arcada;85;516;160;461;408.0
2014;Kauppa, hallinto ja oikeustieteet;Yrkeshögskolan Novia;21;303;89;266;236.5
2014;Kauppa, hallinto ja oikeustieteet;Åbo Akademi;166;907;141;797;633.0
2014;Luonnontieteet;Helsingin yliopisto;883;6210;877;5400;4085.0
2014;Luonnontieteet;Hämeen ammattikorkeakoulu;20;202;42;183;166.5
2014;Luonnontieteet;Itä-Suomen yliopisto;331;2212;390;1958;1519.5
2014;Luonnontieteet;Jyväskylän yliopisto;366;1910;274;1715;1346.5
2014;Luonnontieteet;Oulun yliopisto;384;2255;321;2009;1524.5
2014;Luonnontieteet;Svenska handelshögskolan;2;6;;5;3.0
2014;Luonnontieteet;Tampereen yliopisto;131;1268;191;1099;786.5
2014;Luonnontieteet;Turun ammattikorkeakoulu;21;69;;67;60.5
2014;Luonnontieteet;Turun yliopisto;377;2177;332;2011;1566.0
2014;Luonnontieteet;Yrkeshögskolan Novia;14;78;33;65;56.0
2014;Luonnontieteet;Åbo Akademi;120;703;101;609;458.0
2014;Tietojenkäsittely ja tietoliikenne;Aalto-yliopisto;477;2928;305;2565;1815.5
2014;Tietojenkäsittely ja tietoliikenne;Centria-ammattikorkeakoulu;39;298;114;276;245.0
2014;Tietojenkäsittely ja tietoliikenne;Haaga-Helia ammattikorkeakoulu;278;1817;482;1633;1358.0
2014;Tietojenkäsittely ja tietoliikenne;Helsingin yliopisto;139;1629;239;1295;923.0
2014;Tietojenkäsittely ja tietoliikenne;Hämeen ammattikorkeakoulu;57;610;156;566;492.0
2014;Tietojenkäsittely ja tietoliikenne;Itä-Suomen yliopisto;78;882;118;772;535.5
2014;Tietojenkäsittely ja tietoliikenne;Jyväskylän ammattikorkeakoulu;103;755;220;670;555.0
2014;Tietojenkäsittely ja tietoliikenne;Jyväskylän yliopisto;230;1909;363;1743;1300.0
2014;Tietojenkäsittely ja tietoliikenne;Kajaanin ammattikorkeakoulu;59;433;122;371;332.0
2014;Tietojenkäsittely ja tietoliikenne;Karelia-ammattikorkeakoulu;46;292;75;262;224.5
2014;Tietojenkäsittely ja tietoliikenne;Kymenlaakson ammattikorkeak.;24;181;57;162;147.5
2014;Tietojenkäsittely ja tietoliikenne;Lahden ammattikorkeakoulu;54;559;159;499;446.0
2014;Tietojenkäsittely ja tietoliikenne;Lapin ammattikorkeakoulu;54;414;106;379;332.0
2014;Tietojenkäsittely ja tietoliikenne;Lappeenrannan tekn. yliopisto;34;413;48;350;240.0
2014;Tietojenkäsittely ja tietoliikenne;Laurea-ammattikorkeakoulu;108;728;197;666;572.5
2014;Tietojenkäsittely ja tietoliikenne;Metropolia Ammattikorkeakoulu;158;1958;515;1778;1444.0
2014;Tietojenkäsittely ja tietoliikenne;Mikkelin ammattikorkeakoulu;49;361;113;336;284.5
2014;Tietojenkäsittely ja tietoliikenne;Oulun ammattikorkeakoulu;147;1047;300;972;870.5
2014;Tietojenkäsittely ja tietoliikenne;Oulun yliopisto;252;1779;174;1580;1066.5
2014;Tietojenkäsittely ja tietoliikenne;Saimaan ammattikorkeakoulu;41;80;;78;63.0
2014;Tietojenkäsittely ja tietoliikenne;Satakunnan ammattikorkeakoulu;40;302;94;269;232.5
2014;Tietojenkäsittely ja tietoliikenne;Savonia-ammattikorkeakoulu;46;297;66;274;246.0
2014;Tietojenkäsittely ja tietoliikenne;Seinäjoen ammattikorkeakoulu;15;229;68;208;188.0
2014;Tietojenkäsittely ja tietoliikenne;Svenska handelshögskolan;5;23;0;19;13.5
2014;Tietojenkäsittely ja tietoliikenne;Tampereen ammattikorkeakoulu;150;935;236;866;728.0
2014;Tietojenkäsittely ja tietoliikenne;Tampereen tekn. yliopisto;261;1600;71;1445;967.5
2014;Tietojenkäsittely ja tietoliikenne;Tampereen yliopisto;133;1036;138;913;628.0
2014;Tietojenkäsittely ja tietoliikenne;Turun ammattikorkeakoulu;138;851;191;772;668.5
2014;Tietojenkäsittely ja tietoliikenne;Turun yliopisto;200;1225;173;1134;851.5
2014;Tietojenkäsittely ja tietoliikenne;Vaasan ammattikorkeakoulu;82;553;167;498;438.5
2014;Tietojenkäsittely ja tietoliikenne;Vaasan yliopisto;46;362;23;304;217.5
2014;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Arcada;20;140;31;118;104.0
2014;Tietojenkäsittely ja tietoliikenne;Yrkeshögskolan Novia;27;160;21;139;114.5
2014;Tietojenkäsittely ja tietoliikenne;Åbo Akademi;49;414;77;339;238.5
2014;Tekniikan alat;Aalto-yliopisto;1801;9644;1002;8482;6301.5
2014;Tekniikan alat;Centria-ammattikorkeakoulu;134;801;206;742;644.5
2014;Tekniikan alat;Helsingin yliopisto;;1;0;1;0.5
2014;Tekniikan alat;Hämeen ammattikorkeakoulu;330;2143;515;1990;1673.0
